stock_wh_id,article_raw,canonical_sku,name,warehouse,qty_end,source_file_id,source_row_id
SW-f0514ccd1bec4080,T-2758,T-2758,"Юбка женская, черная, из шелка, зауженная в области колена и расширенная к низу",Склад ИМ (Основное подразделение),1.0,FILE-098,r6783
SW-9c6f599960e37045,T-2792A,T-2792A,"Платья женское, серое с принтом ""белый горох"", из шифона, с поясом",Склад ИМ (Основное подразделение),2.0,FILE-098,r6808
SW-beb828add7f8c54a,T-2861,T-2861,"Футболка женская, белая с принтом ""цветы"", из трикотажа",Склад ИМ (Основное подразделение),1.0,FILE-098,r6860
SW-b02598f0d088be37,T-2861A,T-2861A,"Футболка женская, белая с принтом ""дерево"", из трикотажа",Подарки (Основное подразделение),1.0,FILE-098,r6866
SW-c951307c553a7c4a,T-2862,T-2862,"Рубашка женская, белая  из хлопка, с декором принт ""дерево""",Подарки (Основное подразделение),1.0,FILE-098,r6873
SW-5f9618541250bf69,T-2871A,T-2871A,"Блуза женская, белая, из хлопка, с коротким рукавом и декором ""Бант""",Склад ИМ (Основное подразделение),1.0,FILE-098,r6899
SW-46418f6fbbe063ad,T-2872,T-2872,"Блуза женская, черная с принтом ""хаотичные Y"", из шелка",Склад ИМ (Основное подразделение),2.0,FILE-098,r6905
SW-852764e9551549c9,T-2873,T-2873,"Брюки женские, черные с принтом ""хаотичные Y"", из шелка",Склад ИМ (Основное подразделение),2.0,FILE-098,r6914
SW-dfc7d0980e6917fc,T-2873C,T-2873C,"Брюки женские, бежевые с принтом ""голубые капли"", из шелка",Склад ИМ (Основное подразделение),3.0,FILE-098,r6924
SW-c072c8d29e95f1e4,T-2928,T-2928,"Блуза женская, бежевая с принтом ""голубые капли"", из шелка, с камнями по планке",Склад ИМ (Основное подразделение),3.0,FILE-098,r6985
SW-9ad78cc045545f79,T-2960,T-2960,"Юбка женская, черная  из стрейч-бархата, длина макси",Склад ИМ (Основное подразделение),1.0,FILE-098,r7077
SW-e480a446e8af9c1b,T-2967,T-2967,"Платье женское, черное, из стрейч бархата, с объемными рукавами",Склад ИМ (Основное подразделение),1.0,FILE-098,r7097
SW-f5265e69a441d1cb,T-2973,T-2973,"Блуза женская, белая, из хлопка, с вышивкой ""YC"" на кармане",Склад ИМ (Основное подразделение),1.0,FILE-098,r7104
SW-f361827bf93a0efc,T-2973A,T-2973A,"Блуза женская, розовая, из хлопка, с вышивкой ""YC"" на кармане",Подарки (Основное подразделение),1.0,FILE-098,r7111
SW-676042f0cd256656,T-2973A,T-2973A,"Блуза женская, розовая, из хлопка, с вышивкой ""YC"" на кармане",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r7111
SW-4683b1d213ad0dcf,T-2973A,T-2973A,"Блуза женская, розовая, из хлопка, с вышивкой ""YC"" на кармане",Склад ИМ (Основное подразделение),3.0,FILE-098,r7111
SW-be7c7b868ea83635,T-2973B,T-2973B,"Блуза женская, голубая, из хлопка, с вышивкой ""YC"" на кармане",Подарки (Основное подразделение),1.0,FILE-098,r7133
SW-8f9e104e15f34410,T-2984,T-2984,"Дубленка женская, черная, из овчины, с аппликацией ""Y"" на рукаве",Склад оптовых продаж (Основное подразделение),2.0,FILE-098,r7157
SW-cb3fd41f3bffb3bb,T-2985,T-2985,"Юбка женская, черная, из натурального шелка, с аппликацией ""Листья""",Склад ИМ (Основное подразделение),1.0,FILE-098,r7161
SW-dbb5867cd7ce4ff4,T-2988,T-2988,"Брюки-палаццо женские, черные, из шерсти",Склад ИМ (Основное подразделение),2.0,FILE-098,r7179
SW-c0ea1bdcd1056ace,T-2988A,T-2988A,"Брюки-палаццо женские, серые в полоску, из шерсти",Склад ИМ (Основное подразделение),1.0,FILE-098,r7189
SW-a5848afbc488edea,T-3001,T-3001,"Куртка женская, черная, из шелкового бархата, с вышитым декором ""Цветы""",Склад ИМ (Основное подразделение),1.0,FILE-098,r7193
SW-b4a8fd3724fd2588,T-3023,T-3023,"Платье женское, черное, из шелкового бархата, с кружевом и аппликацией ""Цветы""",Склад ИМ (Основное подразделение),1.0,FILE-098,r7221
SW-e0fb1f2cb7711d58,T-3069A,T-3069A,"Блуза-топ женская, белая, из шелка, на тонких бретелях c вытачками",Склад ИМ (Основное подразделение),3.0,FILE-098,r7237
SW-0631cf40ed4630ff,T-3069B,T-3069B,"Блуза-топ женская, голубая, из шелка, на тонких бретелях с вытачками",Склад ИМ (Основное подразделение),2.0,FILE-098,r7242
SW-76a7cf41cf9282a2,T-3069C,T-3069C,"Блуза-топ женская, светло-голубая, из шелка, на тонких бретелях с вытачками",Склад ИМ (Основное подразделение),9.0,FILE-098,r7247
SW-4ad4a7b9d709c811,T-3091D,T-3091D,"Блуза-топ женская, черная, из бисерной ткани",Склад ИМ (Основное подразделение),2.0,FILE-098,r7266
SW-e8dad0878ef172a2,T-3092C,T-3092C,"Кейп-накидка женская, черная, из стрейч бархата, с вышивкой ""Цветы"" и бахромой",Склад ИМ (Основное подразделение),1.0,FILE-098,r7281
SW-cbd2c7b27b7e5615,T-3102,T-3102,"Пальто женское, темно-синее, из шелкового бархата, с декором ""Перья"" на рукавах",Склад ИМ (Основное подразделение),1.0,FILE-098,r7289
SW-cf16a5fe1c6c7bb9,T-3108,T-3108,"Брюки женские, белые, из хлопка, прямого кроя",Склад ИМ (Основное подразделение),1.0,FILE-098,r7294
SW-d7b88e10cf8a5d00,T-3109,T-3109,"Жилет женский, голубой с принтом ""крупный микс"", из шифона",Склад ИМ (Основное подразделение),1.0,FILE-098,r7300
SW-f82fe860d4b1982b,T-3109B,T-3109B,"Жилет женский, белый с принтом ""крупный микс"", из шифона",Склад ИМ (Основное подразделение),1.0,FILE-098,r7305
SW-ba0f254a6ad3c8cb,T-3110,T-3110,"Брюки женские, голубые с принтом ""крупный микс"", из шелка",Склад ИМ (Основное подразделение),1.0,FILE-098,r7310
SW-2fd65a14d20fadfd,T-3110B,T-3110B,"Брюки женские, белые с принтом ""крупный микс"", из шелка",Склад ИМ (Основное подразделение),1.0,FILE-098,r7315
SW-2ad6c937f3527df3,T-3120A,T-3120A,"Платье женское, синее с принтом "" маленькие девочки"", из шелка, длина миди",Склад ИМ (Основное подразделение),2.0,FILE-098,r7323
SW-764223c8748c4618,T-3120A,T-3120A,"Платье женское, синее с принтом "" маленькие девочки"", из шелка, длина миди",Склад оптовых продаж (Основное подразделение),2.0,FILE-098,r7323
SW-b8ce9ce0755878a8,T-3122,T-3122,"Блуза женская, синяя с принтом ""маленькие девочки"", из шелка, с декором ""Попугай""",Склад ИМ (Основное подразделение),1.0,FILE-098,r7331
SW-ec40d19faf2f7360,T-3133A,T-3133A,"Платье женское, черное с принтом ""зеленый горох"", из батиста, длина мини",Склад ИМ (Основное подразделение),1.0,FILE-098,r7336
SW-f38a50842e174ff5,T-3136A,T-3136A,"Брюки женские, черные с принтом ""белые ласточки"", из шелка, с отделкой ""лампас",Склад ИМ (Основное подразделение),2.0,FILE-098,r7346
SW-87298accb5508b71,T-3137A,T-3137A,"Пальто-халат женское, черное с принтом ""белые ласточки"", из шелка, с рукавами ""кимоно"" и поясом",Склад ИМ (Основное подразделение),2.0,FILE-098,r7351
SW-38b65de5187e2759,T-3140,T-3140,"Платье женское, черное с принтом ""белые листья"" из шифона, декорировано объемной вышивкой",Склад ИМ (Основное подразделение),1.0,FILE-098,r7356
SW-f766d5cae8cdf098,T-3140A,T-3140A,"Платье женское, белое с принтом ""черные листья"", из шифона, декорировано объемной вышивкой",Склад ИМ (Основное подразделение),1.0,FILE-098,r7361
SW-54395ee35bf8ac01,T-3152,T-3152,"Платье-кафтан женское, розовое с принтом ""зеленый горох"", из батиста, с вышивкой",Склад ИМ (Основное подразделение),3.0,FILE-098,r7366
SW-c055e61baef9ee1a,T-3152A,T-3152A,"Платье-кафтан, женское, белое с принтом ""перцы"", из батиста, с вышивкой",Склад ИМ (Основное подразделение),1.0,FILE-098,r7370
SW-ab1600e1b1e3106c,T-3152A/1,T-3152A,"Платье-кафтан, женское, черное с принтом ""перцы"", из батиста, с вышивкой",Склад ИМ (Основное подразделение),3.0,FILE-098,r7376
SW-77e5fac7030916be,T-3152B,T-3152B,"Платье-кафтан женское, голубое с принтом ""папайя"", из батиста, с вышивкой",Склад ИМ (Основное подразделение),2.0,FILE-098,r7379
SW-3fed59e338271e2f,T-3152B,T-3152B,"Платье-кафтан женское, голубое с принтом ""папайя"", из батиста, с вышивкой",Склад оптовых продаж (Основное подразделение),1.0,FILE-098,r7379
SW-2761770ce48a4e66,T-3152B/1,T-3152B,"Платье-кафтан женское, черное с принтом ""папайя"", из батиста, с вышивкой",Склад ИМ (Основное подразделение),3.0,FILE-098,r7384
SW-acbe1f359da82c58,T-3156,T-3156,"Брюки-капри женские, белые с принтом ""зеленый горох"", из батиста, с отделкой бело-зеленой каймой",Склад ИМ (Основное подразделение),2.0,FILE-098,r7387
SW-e87387800bd3dbc6,T-3156,T-3156,"Брюки-капри женские, белые с принтом ""зеленый горох"", из батиста, с отделкой бело-зеленой каймой",Склад оптовых продаж (Основное подразделение),1.0,FILE-098,r7387
SW-0b80abd7e82d74ef,T-3156D,T-3156D,"Брюки-капри женские, черные с принтом ""зеленый горох"", из батиста, с отделкой черно-зеленой каймой",Склад ИМ (Основное подразделение),1.0,FILE-098,r7393
SW-a3784bffde9a9c22,T-3168,T-3168,"Рубашка женская, белая с принтом ""перец"", из батиста, удлиненная",Склад ИМ (Основное подразделение),3.0,FILE-098,r7397
SW-4e8bc672191c77c3,T-3168A,T-3168A,"Рубашка женская, белая с принтом ""зеленый горох"", из батиста, удлиненная",Склад ИМ (Основное подразделение),3.0,FILE-098,r7402
SW-f9e5498bc532e156,T-3168B,T-3168B,"Рубашка женская, розовая с принтом ""зеленый горох"", из батиста, удлиненная",Склад ИМ (Основное подразделение),3.0,FILE-098,r7407
SW-cd3e31dee1c8c938,T-3178,T-3178,"Майка женская, белая, из трикотажа, с вышивкой ""Перец""",Подарки (Основное подразделение),1.0,FILE-098,r7411
SW-d3a120f4454d09ed,T-3178,T-3178,"Майка женская, белая, из трикотажа, с вышивкой ""Перец""",Склад ИМ (Основное подразделение),4.0,FILE-098,r7411
SW-8446833577dac682,T-3179,T-3179,"Футболка женская, черная, из трикотажа, декорирована вышивкой ""Папайя""",Склад ИМ (Основное подразделение),6.0,FILE-098,r7418
SW-5de1f96135b58a62,T-3179A,T-3179A,"Футболка женская, белая, из трикотажа, декорирована вышивкой ""Горох",Склад ИМ (Основное подразделение),5.0,FILE-098,r7423
SW-c9264ded86a3e838,T-3187,T-3187,"Платье женское, голубое, из стрейч бархата, длина миди",Склад ИМ (Основное подразделение),1.0,FILE-098,r7432
SW-27e702d2766542ba,T-3196,T-3196,"Куртка-бомбер женская, серая, из шерсти, с вышивкой-аппликацией ""Роза""",Склад оптовых продаж (Основное подразделение),2.0,FILE-098,r7440
SW-ee79f2c5c2939e09,T-3197,T-3197,"Юбка женская, серая, из шерсти, с вышивкой-аппликация ""Роза""",Склад оптовых продаж (Основное подразделение),2.0,FILE-098,r7442
SW-c1945785ec895a8a,T-3275,T-3275,"Брюки-палаццо женские, черные, из шерсти, широкие с манжетами",Склад оптовых продаж (Основное подразделение),2.0,FILE-098,r7444
SW-9fbd558d467c5a6a,WF-17-41,WF-17-41,"Дубленка женская, черная, из овчины, с вязанными рукавами и вышивкой шнуром",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r7449
SW-51bf70efa5ad2d0c,WF-17-41A,WF-17-41A,"Дубленка женская, экрю, из овчины, с вязанными рукавами и вышивкой шнуром",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r7454
SW-013a69086a978be2,ДК-19,ДK-19,"Платье женское, черное, из сетки, с аппликацией ""Лотос"" и бархатным поясом",Склад ИМ (Основное подразделение),1.0,FILE-098,r7461
