sku_id,canonical_sku,article,code_1c,name,in_cost,in_sales,in_intersection,sales_revenue_rub,status
SKU-1f05738bf89faeae,0-2350C,0-2350С,00-00000939,"Салфетка столовая, серая, из хлопка, с рисунком "" белая гортензия """,N,N,N,,CANDIDATE_MASTER
SKU-abacaa5e259c92dc,0-2351,0-2351,00-00000901,"Блуза женская, черная, из бархата, с отделкой из черных пайеток по низу рукава и горловине",N,N,N,,CANDIDATE_MASTER
SKU-62d64681038a26ae,0-2351A,0-2351А,00-00000902,"Блуза женская, черная, из бархата, с отделкой из белых пайеток по низу рукава и горловине",N,N,N,,CANDIDATE_MASTER
SKU-e92a3db524da131a,0-2352,0-2352,00-00000904,"Пальто женское, коричневое, из пальтовой ткани, декорировано бахромой",N,Y,N,29348.0,CANDIDATE_MASTER
SKU-939e331c44fd6f2d,0-2352A,0-2352A,00-00000883,"Пальто женское, черное, из шерсти, с расшивкой мелкими пайетками",N,N,N,,CANDIDATE_MASTER
SKU-41f5920ac2eb6cc1,0-2352B,0-2352В,00-00000930,"Пальто женское, черное, из шерсти, с пайетками и бахромой",N,Y,N,88110.0,CANDIDATE_MASTER
SKU-1ccd4a0ea4591c74,0-2353,0-2353,00-00000905,"Юбка женская, коричневая, из пальтовой ткани, с отделкой бахромой по низу юбки",N,Y,N,16391.0,CANDIDATE_MASTER
SKU-6145d97bf1ae3062,0-2353A,0-2353А,00-00000882,"Юбка женская, черная, из шерсти, с расшивкой мелкими пайетками",N,N,N,,CANDIDATE_MASTER
SKU-5a4826e0c21ae40b,0-2354,0-2354,00-00000884,"Блуза женская, черная, из бархата, декорирована вышитыми листьями из кожи",N,N,N,,CANDIDATE_MASTER
SKU-3fba6efbadd8c58f,0-2355,0-2355,00-00000885,"Платье женское, голубое в горох, из шифона, по талии пояс с пряжкой",N,N,N,,CANDIDATE_MASTER
SKU-4a77bb6b1815ecf1,0-2355A,0-2355А,00-00000886,"Платье женское, коричневое в горох, из шифона, по талии пояс с пряжкой",N,N,N,,CANDIDATE_MASTER
SKU-87a522ccaa2ae957,0-2356,0-2356,00-00000887,"Юбка женская, черная, из костюмной ткани, декорирована бахромой по низу",N,Y,N,53050.0,CANDIDATE_MASTER
SKU-3264574e523185a5,0-2356A,0-2356А,00-00000929,"Юбка женская, черная, из шерсти с пайетками, декорирована бахромой по низу юбки",N,N,N,,CANDIDATE_MASTER
SKU-ea5c121771c2e821,0-2357,0-2357,00-00000926,"Платье женское, серое, из футера, с цветным принтом ""разводы""",N,N,N,,CANDIDATE_MASTER
SKU-18eebc031705cf3b,0-2358,0-2358,00-00000927,"Свитшот женский, серый, из футера, с декором принт ""цветные разводы""",N,N,N,,CANDIDATE_MASTER
SKU-bae6c4f3a1e6a375,0-2358A,0-2358А,00-00000928,"Брюки-джоггеры женские, серые, из футера, с декором принт ""цветные разводы""",N,N,N,,CANDIDATE_MASTER
SKU-2e43361748fa7c95,0-2359,0-2359,00-00000906,"Свитшот женский, черный, из футера, с декором принт ""сердце, Yanina""",N,Y,N,343014.0,CANDIDATE_MASTER
SKU-0fb5b51fdeb06b05,0-2359A,0-2359A,00-00001135,"Свитшот женский, черный, из футера, с декором принт ""дерево, птица, Yanina""",Y,Y,Y,1188272.0,CANDIDATE_MASTER
SKU-9029609d44f3109f,0-2359B,0-2359В,00-00001005,"Свитшот женский, черный, из футера, с декором принт ""Y"" и белой отделкой по горловине",N,N,N,,CANDIDATE_MASTER
SKU-656679c949cdfc28,0-2360,0-2360,00-00000888,"Пальто женское, темно-серое, из кашемира, с отделкой из искусственного меха по рукавам",N,N,N,,CANDIDATE_MASTER
SKU-2ab606a5f8875091,0-2362,0-2362,00-00000907,"Юбка женская, коричневая, из шерсти, со складками и отделкой из коричневой тафты по борту",N,Y,N,18985.0,CANDIDATE_MASTER
SKU-78eb3ea801243903,0-2362A,0-2362А,00-00000908,"Юбка женская, черная, из шелковой ткани, с отделкой из белого шелка по борту",N,N,N,,CANDIDATE_MASTER
SKU-722ec8d6e1923bf6,0-2363,0-2363,00-00000922,"Блуза женская, черная, из бархата, с белым вортником, декорирована ниткой жемчуга и бантом",N,N,N,,CANDIDATE_MASTER
SKU-0fd93d8789c09c6d,0-2364,0-2364,00-00000910,"Блуза женская, бежевая, из крепа, с объемным рукавом, декорирована бантом по низу рукавов",N,Y,N,54175.0,CANDIDATE_MASTER
SKU-af3eb342f149e0c0,0-2364A,0-2364А,00-00000911,"Блуза женская, черная, из бархата, с объемными, декорированными белыми бантами по низу рукавами",Y,Y,Y,19700.0,CANDIDATE_MASTER
SKU-0ac47f427b75d167,0-2364B,0-2364В,00-00000951,"Блуза женская, черная, из крепа, с объемным рукавом, декорирована бантом по низу рукавов",N,Y,N,15760.0,CANDIDATE_MASTER
SKU-66f6e08df40abbfc,0-2365,0-2365,00-00000923,"Юбка женская, черная, из фатина, с декором принт ""черные цветы"" по передней половине юбки",N,Y,N,18950.0,CANDIDATE_MASTER
SKU-acc89e0e5c05f03c,0-2365A,0-2365А,00-00000913,"Юбка женская, белая, из фатина, с декором принт ""черные цветы"" по передней половине юбки",N,N,N,,CANDIDATE_MASTER
SKU-59348134f449bd9e,0-2365B,0-2365В,00-00000914,"Юбка женская, бежевая, из фатина, с декором принт ""черные цветы"" по передней половине юбки",N,N,N,,CANDIDATE_MASTER
SKU-b7700bcc969e0459,0-2365C,0-2365С,00-00000915,"Юбка женская, белая, из фатина, с декором принт ""белые цветы"" по передней половине юбки",N,N,N,,CANDIDATE_MASTER
SKU-5ef6c1751b4145d1,0-2366,0-2366,00-00000916,"Жакет женский, белый, из костюмной ткани, с отделкой черной тесьмой из бархата",N,N,N,,CANDIDATE_MASTER
SKU-7f553a423d19c349,0-2366A,0-2366А,00-00000917,"Жакет женский, черно-белый, из костюмной ткани, с отделкой черной тесьмой из бархата",N,N,N,,CANDIDATE_MASTER
SKU-f976dbe4f17594fb,0-2367,0-2367,00-00000889,"Платье женское, многоцветное, из шелка, декорировано серыми перьями страуса по рукавам",N,Y,N,76140.0,CANDIDATE_MASTER
SKU-be2afd2601707631,0-2368,0-2368,00-00000890,"Пальто женское, черное, из костюмной ткани, декорировано бахромой",N,Y,N,168435.0,CANDIDATE_MASTER
SKU-2a695bde2a97e644,0-2368A,0-2368А,00-00000933,"Пальто женское, коричневое, из костюмной ткани, декорировано бахромой",N,N,N,,CANDIDATE_MASTER
SKU-f2f1e292c8dfca3b,0-2369,0-2369,00-00000891,"Пальто женское, черное, из костюмной ткани, декорировано белой тесьмой и белыми помпонами",N,N,N,,CANDIDATE_MASTER
SKU-a91cba8563161441,0-2370,0-2370,00-00000892,"Платье женское, черное, из костюмной ткани, без рукавов",N,N,N,,CANDIDATE_MASTER
SKU-43d5d68367791333,0-2371,0-2371,00-00000893,"Юбка женская, черная, из бархата, декорирована вышитыми листьями из кожи",N,N,N,,CANDIDATE_MASTER
SKU-94e2da8b165b9064,0-2372,0-2372,00-00000918,"Юбка женская, белая, из костюмной ткани, с отделкой черной тесьмой по низу юбки, короткая",N,N,N,,CANDIDATE_MASTER
SKU-86a0e4729bea224a,0-2372A,0-2372А,00-00000919,"Юбка женская, черно-белая, из костюмной ткани, с отделкой черной тесьмой по низу",N,N,N,,CANDIDATE_MASTER
SKU-c3919b87bea90d1a,0-2380,0-2380,00-00000954,"Платье женское, черное, из кружева, декорировано контрастной тесьмой (зубчики)",N,N,N,,CANDIDATE_MASTER
SKU-5559daef160637a5,0-2383,0-2383,00-00000952,"Блуза-кимоно женская, черная, из шелкового бархата, с вышивкой ""Геральдика"" и белым кантом",N,N,N,,CANDIDATE_MASTER
SKU-7025c086eaf0cb80,0-2383A,0-2383А,00-00000953,"Блуза-кимоно женская, черная с принтом  ""белая Y"", из шелка, с отделкой белым кантом",N,N,N,,CANDIDATE_MASTER
SKU-2ff31be7c5d00a23,0-2384,0-2384,00-00000931,"Брюки женские, черные, из шелкового бархата, с отделкой белым кантом по бокам",N,Y,N,66447.0,CANDIDATE_MASTER
SKU-d646b2445e64a720,0-2384A,0-2384А,00-00000932,"Брюки женские, черные с принтом ""белая Y"", из шелка, с отделкой белым кантом",N,N,N,,CANDIDATE_MASTER
SKU-1891ebd7dd733481,0-2387,0-2387,00-00000955,"Блуза женская, черная, из шифона, с воротником, переходящая в бант и вышивкой",N,N,N,,CANDIDATE_MASTER
SKU-c7d3f12bc06c444e,0-2387A,0-2387А,00-00000956,"Блуза женская, белая, из шифона, с воротником, переходящая в бант и вышивкой",N,N,N,,CANDIDATE_MASTER
SKU-5bebda4d9f8a6150,0-2389,0-2389,00-00000958,"Платье женское, черное, из пайеточной ткани, с манжетами декорированными лепестками",N,N,N,,CANDIDATE_MASTER
SKU-2538cdaad894b05c,0-2393,0-2393,00-00000957,"Платье женское, черное, из шелка, с бахромой и кокеткой расшитой бисером",Y,Y,Y,1016600.0,CANDIDATE_MASTER
SKU-287af299f4de71ed,0-2396,0-2396,00-00000959,"Платье женское, черное, из крепа, с декором ""Листья"" на манжетах",N,N,N,,CANDIDATE_MASTER
SKU-96dd8f27705b9a51,0-2396C,0-2396С,00-00000987,"Комбинезон женский, черный, из бархата, с рукавами из сетки и круживными манжетами",N,N,N,,CANDIDATE_MASTER
SKU-cf38ddf77cd7b32e,0-2397,0-2397,00-00000960,"Платье женское, черное, из стрейч бархата, с разрезом и декором из страз",N,Y,N,199500.0,CANDIDATE_MASTER
SKU-acdcd1e718bb26c1,0-2397B,0-2397В,00-00000962,Болеро-накидка из сетки,N,Y,N,238050.0,CANDIDATE_MASTER
SKU-4f766ad8be445f2f,0-2400,0-2400,00-00000978,"Платье женское, черное, из стрейч бархата, с вышивкой ""Цветы""",N,Y,N,244800.0,CANDIDATE_MASTER
SKU-2272ea783c2c11cd,0-2404,0-2404,00-00000988,"Платье женское, черное, с принтом ""девочки"", из шелка, на тонких бретелях",N,Y,N,291060.0,CANDIDATE_MASTER
SKU-cdd0ec50bce8650d,0-2406,0-2406,00-00000984,"Юбка женская, черная, из бархата, средней длины, с поясом",Y,Y,Y,436984.0,CANDIDATE_MASTER
SKU-e16c53deeee34899,0-2408,0-2408,00-00000990,"Платье женское, черное, из стрейч бархата, с расшитым бантом",N,N,N,,CANDIDATE_MASTER
SKU-f51fb5a4dee57378,0-2409,0-2409,00-00000961,"Платье женское, черное, из шерсти, с декором из сетки и перьев",N,N,N,,CANDIDATE_MASTER
SKU-20802c89d13b7d87,0-2409A,0-2409A,00-00001121,"Платье женское, черное, из джерси, со вставкой из кружева на шелке и тесьмой-зубчиками",N,N,N,,CANDIDATE_MASTER
SKU-cfbb87f1bb347a8b,0-2415,0-2415,00-00000983,"Блуза-боди женская, темно-серая, из трикотажа, декорирована белыми манжетами, с бантами",N,Y,N,0.0,CANDIDATE_MASTER
SKU-959683e293df6fa0,0-2419,0-2419,00-00000986,"Брюки женские, синие, из шелкового бархата, с отделкой белым кантом",N,N,N,,CANDIDATE_MASTER
SKU-87c7e546143ab408,0-2419A,0-2419A,00-00001290,"Брюки женские, черные, из шелкового бархата, с отделкой белым кантом",N,N,N,,CANDIDATE_MASTER
SKU-b24632def8e30c23,0-2420,0-2420,00-00000985,"Блуза женская, синяя, из шелкового бархата, с вышивкой ""Снегири и YC"" и отделкой белым кантом",N,N,N,,CANDIDATE_MASTER
SKU-5ce8856f772c66d5,0-2420A,0-2420A,00-00001291,"Жакет женский, черный, из шелкового бархата, с вышивкой ""Птицы"" на карманах",N,N,N,,CANDIDATE_MASTER
SKU-bef90e5a43b989b0,0-2421,0-2421,00-00000989,"Платье женское, розовое, из шелкового бархата, с воротником и манжетами из пайеток",N,N,N,,CANDIDATE_MASTER
SKU-2bd98939980c8198,0-2431A,0-2431A,00-00000323,"Шорты женские, черные, из стрейч бархата, с вышивкой ""Yanina""",N,Y,N,42750.0,CANDIDATE_MASTER
SKU-cf1eea05d60402cb,0-2431B,0-2431B,00-00001136,"Шорты женские, черные, из футера",N,Y,N,63871.0,CANDIDATE_MASTER
SKU-675abb39340b902c,0-2431B,0-2431B/1,00-00001444,"Шорты женские, розовые с принтом ""цветы, грибы"", из хлопка",N,Y,N,63871.0,CANDIDATE_MASTER
SKU-df53fb1642f4bed4,0-2431B,0-2431B/2,00-00001080,"Шорты женские, белые с принтом ""цветы, грибы"", из хлопка",N,Y,N,63871.0,CANDIDATE_MASTER
SKU-311da4932232e75d,0-2431B,0-2431B/4,00-00001079,"Шорты женские, черные с принтом ""цветы, грибы"", из хлопка",N,Y,N,63871.0,CANDIDATE_MASTER
SKU-ba9067e382e8b522,0-2431C,0-2431С,00-00001630,"Шорты женские, розовые, из футера",N,Y,N,10272.0,CANDIDATE_MASTER
SKU-e64866e73b3459f8,0-2436A,0-2436A,00-00000973,"Платье женское, зеленое, из шифона, с расшивкой бисером, корсетное",N,N,N,,CANDIDATE_MASTER
SKU-96fe0646f1ad2da9,0-2437,0-2437,00-00000974,"Платье вечернее женское, серебряное, из пайеточной ткани, с расшивкой пайетками по горловине",N,N,N,,CANDIDATE_MASTER
SKU-343ffc130dffa06a,0-2454,0-2454,00-00001137,"Жакет женский, черный, из джерси, приталенный, застежка молния",N,N,N,,CANDIDATE_MASTER
SKU-4ef319a92ad53161,0-2455,0-2455,00-00001098,"Юбка женская, черная, из фатина, с вышивкой ""Дерево, птицы, Yanina""",N,Y,N,230397.97,CANDIDATE_MASTER
SKU-2b1aae3dd6c3e136,0-2455A,0-2455А,00-00001198,"Юбка женская, черная, из фатина, с декором принт ""дерево, птицы, Yanina""",Y,Y,Y,311041.0,CANDIDATE_MASTER
SKU-a6daf8f9f68d5e8e,0-2456A,0-2456А,00-00001162,"Платье женское, черное, из крепа, короткое, с вышивкой ""Дерево, птица, Yanina""",N,Y,N,441508.84,CANDIDATE_MASTER
SKU-e30459e3277e7e03,0-2457,0-2457,00-00001152,"Платье женское, черное, из крепа, с вышивкой ""Дерево, птица, Yanina""",N,N,N,,CANDIDATE_MASTER
SKU-681bdb7f5ef60453,0-2457A,0-2457A,00-00001138,"Платье женское, черное, из шерстяного крепа, с вышивкой ""Дерево, птица, Yanina""",N,Y,N,352000.0,CANDIDATE_MASTER
SKU-f9b8b5eaa8d26013,0-2458,0-2458,00-00001139,"Блуза-боди женская, черная, из стрейч бархата, с белым воротником",N,Y,N,146386.0,CANDIDATE_MASTER
SKU-62993ba3bbbfe7f3,0-2459,0-2459,00-00001140,"Юбка женская, белая, из фатина, с вышивкой ""Птицы, Yanina""",N,Y,N,27740.0,CANDIDATE_MASTER
SKU-2ce45b8df38c79c2,0-2459A,0-2459А,00-00001199,"Юбка женская, белая, из фатина, с декором принт ""птицы""",N,Y,N,27740.0,CANDIDATE_MASTER
SKU-35a83178ccbbc039,0-2460,0-2460,00-00001118,"Жакет женский, черный, из стрейч бархата, с вышивкой ""Птицы""",N,Y,N,113400.0,CANDIDATE_MASTER
SKU-981243ff04b09ac0,0-2460A,0-2460A,00-00001443,"Блуза женская, розовая, из батиста, декорирована расшивкой кристаллами по воротнику",Y,Y,Y,229908.0,CANDIDATE_MASTER
SKU-8b6b5b6e7f0cfdd1,0-2460A,0-2460A/1,00-00001092,"Блуза женская, белая, из батиста, декорирована расшивкой кристаллами по воротнику",Y,Y,Y,229908.0,CANDIDATE_MASTER
SKU-0086a7ae27295c23,0-2460A,0-2460A/3,00-00001091,"Блуза женская, черная, из батиста, декорирована расшивкой кристаллами по воротнику",Y,Y,Y,229908.0,CANDIDATE_MASTER
SKU-6c454ac6347fc6ed,0-2461,0-2461,00-00001166,"Платье женское, черное, из искусственного шелка, с вышивкой ""Дерево, птица"", с рукавом ""фонарик""",N,Y,N,388800.0,CANDIDATE_MASTER
SKU-756cdece9069e400,0-2462,0-2462,00-00001142,"Жакет женский, черный, из стрейч бархата, с вышивкой ""Птицы"" и белым кантом",N,Y,N,69300.0,CANDIDATE_MASTER
SKU-162c9c25aae62642,0-2462A,0-2462A,00-00001132,"Жакет женский, черный, из стрейч бархата, с вышивкой ""Птицы и Yanina"" и отделкой белым кантом",N,Y,N,252000.0,CANDIDATE_MASTER
SKU-fa84187477321f73,0-2463,0-2463,00-00001097,"Брюки женские, черные, из стрейч бархата",N,N,N,,CANDIDATE_MASTER
SKU-08cda944d679e0d2,0-2463A,0-2463A,00-00001143,"Брюки женские, черные, из стрейч бархата, с вышивкой ""Yanina""",N,Y,N,48015.0,CANDIDATE_MASTER
SKU-67130a1801c69aca,0-2464,0-2464,00-00001120,"Пальто женское, черное, из стрейч-бархата, с вышивкой ""Дерево, птицы, Yanina""",N,Y,N,86496.64,CANDIDATE_MASTER
SKU-8b30e68d451652d1,0-2465,0-2465,00-00001205,"Рубашка женская, белая, из вискозы, с вышивкой ""Дерево, птицы, Yanina""",N,N,N,,CANDIDATE_MASTER
SKU-d7c5ac927afaadcb,0-2465A,0-2465А,00-00001151,"Блуза женская, белая, из хлопка, с вышивкой ""Дерево, птицы, Yanina"", с длинным рукавом",N,Y,N,31825.0,CANDIDATE_MASTER
SKU-1d8252c66196ee84,0-2467,0-2467,00-00001168,"Платье женское, черное, из бархата, со съемным воротником с бантом, с расшивкой белыми бусинами",N,N,N,,CANDIDATE_MASTER
SKU-81a2c1711b916186,0-2468A,0-2468А,00-00001161,"Платье женское, черное в белый горох, из шелка, со съемным воротником и белыми манжетами",N,Y,N,504000.0,CANDIDATE_MASTER
SKU-647ae5d555432b38,0-2469A,0-2469A,00-00001169,"Платье женское, черное в белый горох, из шифона, длинное, декорировано брошью ""Белый цветок""",N,Y,N,558350.17,CANDIDATE_MASTER
SKU-610a53d4b922e778,0-2470,0-2470,00-00001145,"Юбка женская, черная, из футера, с декором принт ""дерево, Yanina"", с отделкой ""лампас""",Y,Y,Y,925960.0,CANDIDATE_MASTER
SKU-da25ca08c04a39b7,0-2471,0-2471,00-00001146,"Свитшот женский, черный, из футера, с декором принт ""дерево, птица, Yanina"" и отделкой ""лампас""",Y,Y,Y,150680.0,CANDIDATE_MASTER
SKU-33774f1c9a8191b9,0-2472,0-2472,00-00001147,"Брюки женские, черные, из футера, с декором принт ""дерево, Yanina"", отделкой ""лампас""",Y,Y,Y,624198.0,CANDIDATE_MASTER
SKU-34bbdd176f044e7b,0-2473,0-2473,00-00001148,"Блуза женская, черная, из футера, с декором принт ""птицы"" и белой отделкой",Y,Y,Y,600750.0,CANDIDATE_MASTER
SKU-a0fdca0d883ee06b,0-2474,0-2474,00-00000991,"Блуза женская, черная с принтом ""девочки"", из шелка, с отделкой ""лампас""",N,N,N,,CANDIDATE_MASTER
SKU-ec6fb6b7ada84828,0-2474A,0-2474A,00-00001030,"Блуза женская, чёрная с принтом ""девочки"", из батиста, с отделкой ""лампас""",N,N,N,,CANDIDATE_MASTER
SKU-13eaa54bdfc8d563,0-2475,0-2475,00-00000995,"Рубашка женская свободного силуэта, с оранжевым принтом, из шелка, с вышивкой на кармане YC",N,N,N,,CANDIDATE_MASTER
SKU-b0e0386c4e6a6555,0-2475A,0-2475А,00-00000996,"Рубашка женская свободного силуэта, белая, из шелка, с вышивкой на кармане YC",N,N,N,,CANDIDATE_MASTER
SKU-581cb5b2a36f8834,0-2475B,0-2475В,00-00000993,"Рубашка женская свободного силуэта, серая, из батиста, с вышивкой на кармане YC",N,Y,N,198073.53,CANDIDATE_MASTER
SKU-9f67feb2de583967,0-2475C,0-2475С,00-00000994,"Рубашка женская, белая, из хлопка, с вышивкой ""YC"", свободного силуэта",N,Y,N,60260.0,CANDIDATE_MASTER
SKU-85b8cbab10e57bdc,0-2476,0-2476,00-00000997,"Рубашка женская, белая с принтом ""девочки"", из шелка, с отделкой черным кантом, короткий рукав",N,N,N,,CANDIDATE_MASTER
SKU-e3aeadfe694aaeff,0-2477,0-2477,00-00000998,"Рубашка женская, белая с принтом ""девочки"", из шелка, с отделкой черным кантом, с длинными рукавами",N,N,N,,CANDIDATE_MASTER
SKU-a0c65a93d1e30b72,0-2477A,0-2477A,00-00000999,"Рубашка женская, черная с принтом ""девочки"", из шелка, с отделкой белым кантом, длинный рукав",N,Y,N,285171.0,CANDIDATE_MASTER
SKU-c0a9881be769e61d,0-2477B,0-2477B,00-00001213,"Блуза женская, белая с принтом ""синие капли"", из батиста, с отделкой голубым кантом",N,N,N,,CANDIDATE_MASTER
SKU-6bea50c668aae827,0-2478,0-2478,00-00001000,"Рубашка женская, белая, из хлопка, с отделкой ""YANINA"" спереди",N,Y,N,147219.97,CANDIDATE_MASTER
SKU-eb07d8b08abc327e,0-2479,0-2479,00-00001001,"Рубашка женская, черная с рисунком ""Y"", из шелка, декорирована лампасами",N,N,N,,CANDIDATE_MASTER
SKU-3b314086875909fe,0-2479A,0-2479A,00-00000791,"Рубашка женская, чёрная с принтом ""белые Y"", из батиста, с отделкой ""лампас"", с поясом",N,Y,N,371504.0,CANDIDATE_MASTER
SKU-459b3eab70de7865,0-2480,0-2480,00-00001038,"Блуза женская, белая с принтом ""оранжевые Y"", из шёлка, с отделкой ""лампас""",N,Y,N,124705.51,CANDIDATE_MASTER
SKU-65489447c3cb0626,0-2480A,0-2480A,00-00001039,"Блуза женская, белая с принтом ""серые и чёрные Y"", из шёлка, с отделкой ""лампас"" по низу и рукавам",N,Y,N,132250.0,CANDIDATE_MASTER
SKU-3a4b9612f9d6b8f7,0-2480B,0-2480B,00-00001040,"Блуза женская, белая с принтом ""оранжевые Y"", из батиста, с отделкой ""лампас""",N,Y,N,160034.0,CANDIDATE_MASTER
SKU-55f4e41206950f9a,0-2480D,0-2480D,00-00001447,"Блуза женская, красная с принтом ""цветы и грибы"", из батиста, с отделкой ""Лампас""",N,Y,N,40500.0,CANDIDATE_MASTER
SKU-e857c0b54d092ae1,0-2480C,0-2480С/2,00-00001445,"Блуза женская, розовая с принтом ""цветы и грибы"", из батиста, с отделкой ""Лампас""",N,N,N,,CANDIDATE_MASTER
SKU-ea1415534e3fc5eb,0-2481,0-2481,00-00001041,"Брюки женские, белые с принтом ""черные Y и девочки"", из шёлка, с отделкой чёрным кантом",N,N,N,,CANDIDATE_MASTER
SKU-c42cff8101cc7d0f,0-2481A,0-2481A,00-00001042,"Брюки женские, чёрные с принтом ""белые Y и девочки"", из шёлка, с отделкой белым кантом",N,Y,N,166060.0,CANDIDATE_MASTER
SKU-8a774cbc5aea0411,0-2481B,0-2481B,00-00001045,"Брюки женские, белые с принтом ""оранжевые Y"", из шёлка, с оранжевым кантом",N,Y,N,82413.74,CANDIDATE_MASTER
SKU-a2a5e75a8b8970ce,0-2481C,0-2481C,00-00001046,"Брюки женские, белые с принтом ""серые Y"", из шёлка, с отделкой черным кантом",N,N,N,,CANDIDATE_MASTER
SKU-064afd47c09b7bbc,0-2481D,0-2481D,00-00001047,"Брюки женские, белые с принтом ""оранжево-черные Y"", из батиста, с оранжевым кантом",N,Y,N,242880.0,CANDIDATE_MASTER
SKU-d17d485cb7bd6c14,0-2481E,0-2481E,00-00001446,"Брюки женские, розовые с принтом "" цветы и грибы"" из батиста, с отделкой ""Лампас""",N,N,N,,CANDIDATE_MASTER
SKU-42f74e1754ebf865,0-2481F,0-2481F,00-00001448,"Брюки женские, красные с принтом "" цветы и грибы"" из батиста, с отделкой ""Лампас""",N,Y,N,21400.0,CANDIDATE_MASTER
SKU-54c59a07c8cfd1c8,0-2482,0-2482,00-00001044,"Брюки женские, чёрные с 3D принтом ""белые Y"", из шёлка, с отделкой ""лампас"" по низу",N,N,N,,CANDIDATE_MASTER
SKU-d6a5c26e58ec7af0,0-2482A,0-2482A,00-00000718,"Брюки женские, чёрные с принтом ""белые Y"", из батиста, с отделкой ""лампас"" по низу",N,Y,N,167099.0,CANDIDATE_MASTER
SKU-6a419c012c5f7d3f,0-2482B,0-2482B,00-00001212,"Брюки женские, белые с принтом ""синие капли"", из батиста, с отделкой голубым кантом",N,N,N,,CANDIDATE_MASTER
SKU-2479144e12148c8b,0-2483,0-2483,00-00001048,"Брюки женские, чёрные с принтом ""девочки"", из шёлка, с отделкой ""лампас""",N,N,N,,CANDIDATE_MASTER
SKU-706cdfefd399bec4,0-2484,0-2484,00-00001031,"Брюки-капри женские, чёрные с принтом ""белые Y и девочки"", из батиста, с отделкой ""лампас"" по низу",N,N,N,,CANDIDATE_MASTER
SKU-0935dee5df08f0b9,0-2485,0-2485,00-00001050,"Шорты женские, чёрные с принтом ""белые Y и девочки"", из шелка, с отделкой ""лампас"" по низу",N,N,N,,CANDIDATE_MASTER
SKU-9501e3b38f517697,0-2485A,0-2485A,00-00001032,"Шорты женские, чёрные с принтом ""белые Y и девочки"", из батиста, с отделкой ""лампас"" по низу",N,Y,N,28980.0,CANDIDATE_MASTER
SKU-bb5ac5fbed4a572d,0-2486,0-2486,00-00001051,"Шорты женские, белые с принтом ""пляж"", из шёлка, с отделкой черным кантом",N,N,N,,CANDIDATE_MASTER
SKU-ffb7ede6a49bf79d,0-2487,0-2487,00-00001028,"Пальто-халат женское, белое с принтом ""оранжевые буквы Y"", из шелка, с отделкой ""лампас"", длинное",N,Y,N,0.0,CANDIDATE_MASTER
SKU-afe6ea586c03b635,0-2487A,0-2487A,00-00001026,"Пальто-халат женское, белое с принтом ""Y"", из шелка, длинное",N,Y,N,145040.0,CANDIDATE_MASTER
SKU-ef200fda4de7e822,0-2487B,0-2487B,00-00001029,"Пальто-халат женское, черное с принтом ""девочки"", из батиста, с отделкой ""лампас"", длинное",N,Y,N,114532.0,CANDIDATE_MASTER
SKU-0d20bd7fd974d4ee,0-2487C,0-2487C,00-00001474,"Пальто-халат женское, черное с принтом ""Y, грибы"", из шелка, с отделкой кайма",N,Y,N,177300.0,CANDIDATE_MASTER
SKU-de3df1a593f700a3,0-2487D,0-2487D,00-00001027,"Пальто-халат женское, черное с принтом ""Y"", из шелка, длинное",N,N,N,,CANDIDATE_MASTER
SKU-fbcd45421db4463e,0-2488,0-2488,00-00001052,"Брюки женские, синие с принтом ""белые Y и грибочки"", из денима",N,Y,N,150520.0,CANDIDATE_MASTER
SKU-6ab817f61ad1bb6d,0-2489,0-2489,00-00001024,"Куртка женская, синяя, из денима с принтом Грибочки",Y,Y,Y,336490.0,CANDIDATE_MASTER
SKU-881dd9db016e1b3d,0-2490,0-2490,00-00001053,"Юбка женская, синяя с принтом ""белые Y и грибочки"", из денима",N,Y,N,88711.0,CANDIDATE_MASTER
SKU-b1b555a1d36c7ceb,0-2491,0-2491,00-00001033,"Платье женское длинное из белого хлопка с отделкой ""лампас""по борту и воротнику",N,Y,N,53326.0,CANDIDATE_MASTER
SKU-8c9857262b6da225,0-2491A,0-2491A,00-00001066,"Платье женское длинное из чёрного хлопка с буквами Y, отделкой ""лампас""по борту и воротнику",N,N,N,,CANDIDATE_MASTER
SKU-b97066f01b0a6702,0-2492,0-2492,00-00001054,"Платье женское, черное с 3D принтом ""Y"", из шелка, длинное",N,Y,N,342765.57,CANDIDATE_MASTER
SKU-e12d33de5a586058,0-2493,0-2493,00-00001043,"Платье женское, белое с принтом ""оранжево-черные Y"", из батиста, с широкими бретелями-завязками",N,Y,N,521695.99,CANDIDATE_MASTER
SKU-20e7c6898f9d7126,0-2493A,0-2493A,00-00001055,"Платье женское, белое с принтом ""серо-черные Y"", из батиста, с широкими бретелями-завязками",N,Y,N,30000.0,CANDIDATE_MASTER
SKU-1f698aafc177b04b,0-2494,0-2494,00-00001034,"Платье женское, белое с принтом ""оранжево-черные Y"", из батиста, с поясом",N,Y,N,130240.0,CANDIDATE_MASTER
SKU-93ee9cf2cea9ad45,0-2494A,0-2494A,00-00001035,"Платье женское, чёрное с принтом ""белые Y"", из батиста, с отделкой ""лампас"" на рукавах, с поясом",N,N,N,,CANDIDATE_MASTER
